ID,지역,난이도,길이,시간,식수,화장실,매점,키워드1,키워드2,코스명
7,경북,3,8.1,210,0,1,1,자연,체험,보현산별빛누리길
5,경북,3,8.1,210,0,1,1,자연,전통,보현산별빛누리길
7,경북,3,8.1,210,0,1,1,자연,자연,보현산별빛누리길
6,제주,4,21.3,420,0,1,0,도시,자연,제주 올레길
6,제주,4,22.9,420,0,1,0,도시,자연,제주 올레길
6,제주,2,13.9,300,0,1,0,도시,체험,제주 올레길
6,제주,4,14.2,300,0,1,0,자연,전통,제주 올레길
7,전북,3,20.5,480,1,1,1,자연,전통,지리산둘레길
6,제주,3,16.9,330,0,1,0,자연,자연,제주 올레길
6,제주,3,18.2,360,0,1,0,도시,자연,제주 올레길
6,제주,3,18.6,420,0,1,0,도시,체험,제주 올레길
7,경북,3,6.68,180,1,1,1,자연,전통,낙동강풍경트레일
0,전북,3,17.2,310,1,1,1,자연,전통,구불길
1,전북,3,15.5,360,1,1,1,자연,체험,구불길
6,전남,3,16.1,360,0,1,0,자연,전통,신지명사길
3,제주,4,9.6,240,0,1,0,자연,체험,삼양역사올레길
6,전북,3,14,300,1,1,1,자연,전통,구불길
5,경기,3,3.1,60,1,1,0,자연,전통,걷고 싶은 둘레길
5,경기,3,6.246,130,1,1,0,자연,전통,걷고 싶은 둘레길
5,경기,3,10.7,210,1,1,0,자연,전통,걷고 싶은 둘레길
5,경기,3,5.8,130,1,1,0,자연,체험,걷고 싶은 둘레길
5,강원,3,11,360,0,0,0,자연,체험,happy700길
5,강원,3,11,360,0,0,0,자연,체험,happy700길
7,강원,4,7.5,120,0,0,0,자연,전통,happy700길
5,강원,3,13.3,210,0,0,0,자연,체험,happy700길
5,강원,3,3.4,90,0,0,0,자연,체험,happy700길
5,강원,3,8.8,300,0,0,0,자연,체험,happy700길
5,강원,3,11,270,0,1,0,자연,체험,happy700길
5,강원,3,7.5,270,0,1,0,자연,체험,happy700길
5,강원,3,6,270,0,1,0,자연,체험,happy700길
0,경남,1,6.9,60,0,1,1,자연,체험,합천보조댐 수변생태 탐방로
2,경기,3,9.08,290,0,1,1,자연,체험,용인너울길
2,경기,3,9.08,290,0,1,1,자연,자연,용인너울길
8,경기,3,9.67,270,0,0,1,도시,자연,용인너울길
5,경기,3,9.67,270,0,0,1,도시,체험,용인너울길
1,부산,3,15.8,300,0,1,1,도시,도시,갈맷길
5,충남,3,6.09,150,0,1,0,자연,전통,서천 봉선지 둘레길
7,충북,3,12,120,1,1,0,자연,전통,부모산30리둘레길
1,충북,3,12,120,1,1,0,자연,전통,부모산30리둘레길
1,충북,3,12,120,1,1,0,자연,전통,부모산30리둘레길
8,충북,3,12,120,1,1,0,자연,전통,부모산30리둘레길
2,충북,3,12,120,1,1,0,자연,전통,부모산30리둘레길
2,충북,3,12,120,1,1,0,자연,도시,부모산30리둘레길
6,제주,3,14.6,210,0,1,0,자연,전통,제주지오트레일
8,전북,3,6,90,1,1,1,도시,체험,구불길
8,경기,3,7.8,160,0,1,1,자연,체험,용인너울길
5,강원,3,30.3,270,0,0,0,자연,도시,Eco 800 태기산 트레킹로
2,강원,3,27,120,0,1,0,자연,전통,횡성호수길
8,전남,3,37,570,1,1,1,자연,전통,이순신길
4,전남,3,12,105,1,1,1,자연,체험,이순신길
5,경북,3,20.35,360,0,0,1,자연,전통,군위 아미산등산로
5,경북,3,20.35,210,0,0,1,자연,전통,군위 아미산등산로
5,경북,3,20.35,150,0,0,1,자연,전통,군위 아미산등산로
5,강원,3,17,180,0,0,0,자연,전통,happy700길
5,강원,3,17,480,0,0,0,자연,전통,happy700길
5,강원,3,17,240,0,0,0,자연,전통,happy700길
5,강원,3,17,260,0,0,0,자연,전통,happy700길
6,제주,3,15.8,300,0,1,1,자연,체험,한라산둘레길
5,강원,3,3,150,0,1,0,자연,체험,happy700길
2,충북,3,27,60,1,1,0,자연,전통,부모산30리둘레길
2,충북,3,50,30,1,1,0,자연,도시,부모산30리둘레길
6,제주,2,18,120,0,1,0,자연,전통,제주지오트레일
8,전북,2,20,42,1,1,1,도시,체험,구불길
8,경기,3,10,50,0,1,1,자연,체험,용인너울길
5,강원,3,25,60,1,1,1,자연,도시,Eco 800 태기산 트레킹로
2,강원,2,30,60,0,1,0,자연,전통,횡성호수길
1,충남,1,15,220,0,1,1,자연,체험,금강2경 도보여행길
5,충남,1,3.2,110,0,1,0,자연,체험,금강 솔바람길
8,충남,3,6,120,0,1,1,전통,체험,계백의 혼이 살아 숨쉬는 솔바람 길
5,강원,2,9,180,0,1,0,자연,체험,소양강둘레길
8,충남,2,4.63,120,1,1,1,전통,체험,부여 성흥산 솔바람길
0,충남,3,1.5,40,0,1,1,자연,체험,서천 생태원길
8,충남,2,13,210,1,1,1,전통,자연,서천 남산길
5,강원,3,90,50,0,1,1,자연,전통,백두대간 금강산 가는길
5,강원,3,18,60,1,1,1,자연,전통,백두대간 금강산 가는길
5,강원,3,90,20,1,1,1,자연,전통,백두대간 금강산 가는길
5,강원,2,90,2540,1,1,1,자연,전통,백두대간 금강산 가는길
7,경기,2,6,10,1,0,0,종교,자연,서운산 둘레길
7,경기,3,7,180,0,1,1,종교,전통,서운산 둘레길
8,전북,3,3.24,100,0,0,1,자연,전통,대장금 마실길
5,전북,2,6,160,0,1,0,자연,전통,대장금 마실길
5,전북,2,8.63,100,1,0,0,자연,전통,대장금 마실길
1,전북,1,4.68,300,0,1,0,자연,전통,대장금 마실길
8,전북,1,10.33,320,0,0,0,자연,전통,대장금 마실길
7,전북,4,12.6,50,1,1,1,자연,전통,교룡산 둘레길
7,전북,3,9,150,1,1,1,자연,전통,교룡산 둘레길
5,전남,2,5.4,30,1,1,1,자연,종교,편백숲 트레킹길
5,전남,3,4.8,130,0,1,0,자연,체험,편백숲 트레킹길
5,전남,1,1.6,50,0,0,0,자연,종교,편백숲 트레킹길
1,경기,4,9.2,200,0,1,1,체험,체험,김삿갓 풍류길
1,경기,1,3.7,60,0,1,1,자연,체험,김삿갓 풍류길
5,경남,3,7.1,150,1,1,0,자연,체험,창원 둘레길
5,경남,5,4.4,130,1,0,0,자연,체험,창원 둘레길
5,경남,3,12.6,250,1,0,0,자연,체험,창원 둘레길
5,경남,1,20,200,1,1,0,자연,체험,창원 둘레길
5,경남,1,4,80,0,1,1,자연,체험,창원 둘레길
